session_date,open_time,close_time,session_type
2025-08-01,09:00,16:00,RTH
2025-08-04,09:00,16:00,RTH
2025-08-05,09:00,16:00,RTH
2025-08-06,09:00,16:00,RTH
2025-08-07,09:00,16:00,RTH
2025-08-08,09:00,16:00,RTH
2025-08-11,09:00,16:00,RTH
2025-08-12,09:00,16:00,RTH
2025-08-13,09:00,16:00,RTH
2025-08-14,09:00,16:00,RTH
2025-08-15,09:00,16:00,RTH







